1 1.204
2 90.84
3 2.651
4 31.206
5 67.254
6 5.69
7 36.337
8 0.36
9 0.16
10 76.542
11 9.569
12 149.833
13 76.11
14 16.162
15 17.137
16 33.811
17 120.277
18 77.551
20 85.076
21 295.529
22 2.803
23 4.29
24 2.015
25 3.473
26 53.421
27 4.125
28 62.145
29 101.296
30 2.422
31 167.172
32 76.665
33 5.247
34 168.837
35 24.051
36 138.272
