1 363.1
2 374.86
3 264.35
4 429.36
5 107.67
6 274.68
7 176.66
8 60.89
9 479.17
10 231.64
11 604.61
12 486.25
13 470.39
14 1145.48
15 276.48
16 224.11
17 331.78
18 280.51
19 47.42
20 38.73
21 288.54
22 1008.81
23 413.5
24 194.64
25 492.01
26 269.27
27 144.79
28 17.31
29 223.87
30 699.83
31 1197.06
32 309.23
33 46.2
34 523.00
